FamilyID	Streptanthus<1>	Cam<2>	Spi<3>	Rsq<4>	Boh<5>	Tpa<6>	Tar<7>	Aal<8>	Dni<9>	Ath<10>	Aly<11>	Chi<12>	Esy<13>	Aar<14>	<15>	<16>	<17>	<18>	<19>	<20>	<21>	<22>	<23>	<24>	<25>	<26>	<27>
OG0000381	-1	3	1	-4	2	0	0	0	-1	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000382	-1	3	0	-4	3	0	0	-1	0	0	0	-1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
OG0000383	-1	4	-1	-4	2	1	-1	0	1	0	0	0	0	-1	0	0	1	0	0	0	0	0	1	0	0	1	0
OG0000384	-2	3	-2	-2	5	0	2	0	0	-1	6	0	9	-1	0	0	0	0	0	0	0	0	0	0	-1	2	5
OG0000385	-3	2	1	0	2	0	0	5	-1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
OG0000386	-3	0	5	-3	7	-3	21	-3	1	3	0	0	-2	0	0	0	1	0	1	0	0	0	-1	0	0	1	1
OG0000392	-1	0	1	0	0	-2	2	0	-1	-1	2	1	-3	-1	0	0	2	0	0	0	1	1	0	0	-1	1	0
OG0000396	-5	2	-1	-3	4	3	0	-1	1	1	-1	4	0	-2	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000397	0	0	1	1	0	-1	-1	0	0	3	-1	-1	-1	9	0	0	0	0	0	0	0	0	0	2	0	0	1
OG0000398	-1	0	1	0	4	-2	1	0	-1	1	-1	-1	5	0	0	0	0	0	1	1	0	0	-1	6	0	0	0
OG0000404	-3	1	-1	-1	2	-1	5	-3	3	4	-3	2	-3	5	0	0	0	0	0	0	0	0	0	1	0	1	1
OG0000405	-3	0	5	1	0	-1	0	-3	7	-1	3	2	-2	-1	0	1	1	0	0	0	0	1	0	0	1	1	1
OG0000406	0	3	-3	0	1	-1	1	1	-2	1	0	-1	2	-1	0	0	0	0	1	0	0	0	1	2	0	0	0
OG0000407	-2	1	1	-1	3	0	0	0	0	-1	3	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	2
OG0000408	0	-1	0	3	-1	2	0	3	-3	0	0	-1	3	2	0	0	0	0	1	0	0	0	0	1	0	0	-1
OG0000410	0	2	-2	-1	0	0	2	0	-3	0	0	0	2	-2	0	1	0	0	0	0	0	0	1	0	-1	1	0
