#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0010962	1.64072	1.14363e-08	6.03834e-07	0.0189394	N/S
OG0010963	0.359276	5.67522e-09	9.98682e-09	0.56827	N/S
OG0010963	1.64072	4.31161e-09	9.98682e-09	0.43173	N/S
OG0010964	0.359276	1.94902e-06	1.96117e-06	0.9938	*
OG0010964	1.64072	1.21591e-08	1.96117e-06	0.0061999	N/S
OG0010965	0.359276	8.74582e-08	1.02306e-07	0.85487	N/S
OG0010965	1.64072	1.48477e-08	1.02306e-07	0.14513	N/S
OG0010966	0.359276	1.40053e-14	3.16108e-12	0.00443056	N/S
OG0010966	1.64072	3.14707e-12	3.16108e-12	0.995569	*
OG0010967	0.359276	1.14765e-07	1.19797e-07	0.957994	*
OG0010967	1.64072	5.03218e-09	1.19797e-07	0.0420057	N/S
OG0010968	0.359276	8.45402e-09	9.49313e-09	0.890541	N/S
OG0010968	1.64072	1.03911e-09	9.49313e-09	0.109459	N/S
OG0010969	0.359276	3.11464e-07	3.19517e-07	0.974795	*
OG0010969	1.64072	8.05347e-09	3.19517e-07	0.0252051	N/S
OG0010970	0.359276	4.76002e-07	4.94983e-07	0.961652	*
OG0010970	1.64072	1.89818e-08	4.94983e-07	0.0383483	N/S
OG0010971	0.359276	2.34968e-06	2.36243e-06	0.994603	*
OG0010971	1.64072	1.27505e-08	2.36243e-06	0.00539719	N/S
OG0010972	0.359276	1.03825e-13	9.07069e-11	0.00114462	N/S
OG0010972	1.64072	9.06031e-11	9.07069e-11	0.998855	*
OG0010973	0.359276	2.34968e-06	2.36243e-06	0.994603	*
OG0010973	1.64072	1.27505e-08	2.36243e-06	0.00539719	N/S
OG0010974	0.359276	1.67685e-07	1.72958e-07	0.969509	*
OG0010974	1.64072	5.27359e-09	1.72958e-07	0.0304906	N/S
OG0010975	0.359276	1.41167e-08	1.62474e-08	0.868861	N/S
OG0010975	1.64072	2.13066e-09	1.62474e-08	0.131139	N/S
OG0010976	0.359276	7.19255e-12	5.95797e-11	0.120721	N/S
OG0010976	1.64072	5.23871e-11	5.95797e-11	0.879279	N/S
OG0010977	0.359276	2.34968e-06	2.36243e-06	0.994603	*
OG0010977	1.64072	1.27505e-08	2.36243e-06	0.00539719	N/S
OG0010978	0.359276	4.6704e-10	7.31075e-10	0.638841	N/S
OG0010978	1.64072	2.64034e-10	7.31075e-10	0.361159	N/S
OG0010979	0.359276	9.44198e-11	2.68072e-10	0.352218	N/S
OG0010979	1.64072	1.73652e-10	2.68072e-10	0.647782	N/S
OG0010980	0.359276	4.99051e-07	5.08714e-07	0.981006	*
OG0010980	1.64072	9.66273e-09	5.08714e-07	0.0189944	N/S
OG0010981	0.359276	3.35587e-12	3.72823e-11	0.0900122	N/S
OG0010981	1.64072	3.39265e-11	3.72823e-11	0.909988	N/S
OG0010982	0.359276	8.91311e-09	1.09219e-08	0.816075	N/S
OG0010982	1.64072	2.00882e-09	1.09219e-08	0.183925	N/S
OG0010983	0.359276	1.65696e-20	5.04047e-13	3.28732e-08	N/S
OG0010983	1.64072	5.04047e-13	5.04047e-13	1	*
OG0010984	0.359276	2.63784e-21	1.00719e-12	2.61902e-09	N/S
OG0010984	1.64072	1.00719e-12	1.00719e-12	1	*
OG0010985	0.359276	4.67881e-09	6.20275e-09	0.754311	N/S
OG0010985	1.64072	1.52395e-09	6.20275e-09	0.245689	N/S
OG0010986	0.359276	2.5346e-07	2.59778e-07	0.97568	*
OG0010986	1.64072	6.31787e-09	2.59778e-07	0.0243202	N/S
OG0010987	0.359276	2.34968e-06	2.36243e-06	0.994603	*
OG0010987	1.64072	1.27505e-08	2.36243e-06	0.00539719	N/S
OG0010988	0.359276	4.79465e-07	4.89092e-07	0.980316	*
OG0010988	1.64072	9.62706e-09	4.89092e-07	0.0196835	N/S
OG0010989	0.359276	1.06549e-08	2.99758e-08	0.35545	N/S
OG0010989	1.64072	1.93209e-08	2.99758e-08	0.64455	N/S
OG0010990	0.359276	1.97928e-10	1.02824e-09	0.192491	N/S
OG0010990	1.64072	8.30316e-10	1.02824e-09	0.807509	N/S
OG0010991	0.359276	3.21664e-07	3.37809e-07	0.952208	*
OG0010991	1.64072	1.61444e-08	3.37809e-07	0.0477916	N/S
OG0010992	0.359276	2.46362e-07	2.53322e-07	0.972527	*
OG0010992	1.64072	6.95942e-09	2.53322e-07	0.0274727	N/S
OG0010993	0.359276	1.59531e-17	3.92436e-12	4.06515e-06	N/S
OG0010993	1.64072	3.92435e-12	3.92436e-12	0.999996	*
OG0010994	0.359276	8.72825e-11	5.69644e-10	0.153223	N/S
OG0010994	1.64072	4.82361e-10	5.69644e-10	0.846777	N/S
OG0010995	0.359276	1.80417e-28	3.26211e-16	5.5307e-13	N/S
OG0010995	1.64072	3.26211e-16	3.26211e-16	1	*
OG0011050	0.359276	0.000444573	0.000444707	0.999697	*
OG0011050	1.64072	1.34542e-07	0.000444707	0.00030254	N/S
OG0011051	0.359276	3.06797e-07	3.18515e-07	0.96321	*
OG0011051	1.64072	1.17182e-08	3.18515e-07	0.03679	N/S
OG0011052	0.359276	9.97282e-05	9.98116e-05	0.999164	*
OG0011052	1.64072	8.34109e-08	9.98116e-05	0.000835683	N/S
OG0011053	0.359276	2.67843e-06	2.71415e-06	0.98684	*
OG0011053	1.64072	3.57178e-08	2.71415e-06	0.0131599	N/S
OG0011054	0.359276	6.03627e-05	6.0421e-05	0.999036	*
OG0011054	1.64072	5.82393e-08	6.0421e-05	0.000963893	N/S
OG0011055	0.359276	5.30949e-07	5.4278e-07	0.978203	*
OG0011055	1.64072	1.18312e-08	5.4278e-07	0.0217973	N/S
OG0011056	0.359276	0.000250495	0.00025058	0.999662	*
OG0011056	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011057	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0011057	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0011058	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011058	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011059	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0011059	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0011060	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011060	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011061	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011061	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011062	0.359276	4.07381e-05	4.07875e-05	0.998789	*
OG0011062	1.64072	4.93996e-08	4.07875e-05	0.00121115	N/S
OG0011063	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011063	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011064	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011064	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011065	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0011065	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0011066	0.359276	0.000250495	0.00025058	0.999662	*
OG0011066	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011067	0.359276	0.000250495	0.00025058	0.999662	*
OG0011067	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011068	0.359276	0.000250495	0.00025058	0.999662	*
OG0011068	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011069	0.359276	9.07784e-05	9.08756e-05	0.99893	*
OG0011069	1.64072	9.72024e-08	9.08756e-05	0.00106962	N/S
OG0011071	0.359276	0.000250495	0.00025058	0.999662	*
OG0011071	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011072	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011072	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011073	0.359276	3.67394e-05	3.67912e-05	0.998592	*
OG0011073	1.64072	5.1818e-08	3.67912e-05	0.00140843	N/S
OG0011074	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011074	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011075	0.359276	6.19082e-07	6.35031e-07	0.974885	*
OG0011075	1.64072	1.59486e-08	6.35031e-07	0.0251146	N/S
OG0011076	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0011076	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0011077	0.359276	1.57904e-06	1.58921e-06	0.993603	*
OG0011077	1.64072	1.01656e-08	1.58921e-06	0.00639664	N/S
OG0011078	0.359276	5.57133e-05	5.57789e-05	0.998826	*
OG0011078	1.64072	6.5505e-08	5.57789e-05	0.00117437	N/S
OG0011079	0.359276	9.06868e-05	9.07669e-05	0.999117	*
OG0011079	1.64072	8.01488e-08	9.07669e-05	0.000883018	N/S
OG0011081	0.359276	6.15653e-05	6.16657e-05	0.998373	*
OG0011081	1.64072	1.00354e-07	6.16657e-05	0.00162738	N/S
OG0011082	0.359276	6.45796e-07	6.68081e-07	0.966642	*
OG0011082	1.64072	2.22857e-08	6.68081e-07	0.0333578	N/S
OG0011083	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0011083	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0011084	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011084	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011085	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011085	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011086	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0011086	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0011087	0.359276	0.000250495	0.00025058	0.999662	*
OG0011087	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011088	0.359276	0.000250495	0.00025058	0.999662	*
OG0011088	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011089	0.359276	3.372e-05	3.37656e-05	0.998648	*
OG0011089	1.64072	4.56572e-08	3.37656e-05	0.00135218	N/S
OG0011090	0.359276	5.29709e-10	9.72225e-10	0.544842	N/S
OG0011090	1.64072	4.42516e-10	9.72225e-10	0.455158	N/S
OG0011092	0.359276	2.22373e-05	2.22734e-05	0.998377	*
OG0011092	1.64072	3.61571e-08	2.22734e-05	0.00162333	N/S
OG0011093	0.359276	0.000250495	0.00025058	0.999662	*
OG0011093	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011094	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011094	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011095	0.359276	1.56007e-05	1.56194e-05	0.998804	*
OG0011095	1.64072	1.86825e-08	1.56194e-05	0.00119611	N/S
OG0011096	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0011096	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0011097	0.359276	2.69389e-07	2.73648e-07	0.984435	*
OG0011097	1.64072	4.25925e-09	2.73648e-07	0.0155647	N/S
OG0011098	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011098	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011099	0.359276	1.50403e-07	1.53888e-07	0.97735	*
OG0011099	1.64072	3.4856e-09	1.53888e-07	0.0226502	N/S
OG0011101	0.359276	3.05279e-06	3.07278e-06	0.993496	*
OG0011101	1.64072	1.99842e-08	3.07278e-06	0.00650364	N/S
OG0011102	0.359276	3.08347e-06	3.10558e-06	0.992881	*
OG0011102	1.64072	2.21084e-08	3.10558e-06	0.00711891	N/S
OG0011103	0.359276	6.38269e-06	6.43421e-06	0.991993	*
OG0011103	1.64072	5.15187e-08	6.43421e-06	0.008007	N/S
OG0011104	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011104	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011105	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011105	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011106	0.359276	0.000250495	0.00025058	0.999662	*
OG0011106	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011107	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011107	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011108	0.359276	1.29474e-07	1.33736e-07	0.968131	*
OG0011108	1.64072	4.26205e-09	1.33736e-07	0.0318691	N/S
OG0011109	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0011109	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0011110	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011110	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011111	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011111	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011112	0.359276	0.000250495	0.00025058	0.999662	*
OG0011112	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011113	0.359276	3.372e-05	3.37656e-05	0.998648	*
OG0011113	1.64072	4.56572e-08	3.37656e-05	0.00135218	N/S
OG0011114	0.359276	3.372e-05	3.37656e-05	0.998648	*
OG0011114	1.64072	4.56572e-08	3.37656e-05	0.00135218	N/S
OG0011115	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011115	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011116	0.359276	0.000250495	0.00025058	0.999662	*
OG0011116	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011117	0.359276	5.17433e-05	5.18089e-05	0.998733	*
OG0011117	1.64072	6.56223e-08	5.18089e-05	0.00126662	N/S
OG0011118	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011118	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011119	0.359276	9.08061e-07	9.14801e-07	0.992632	*
OG0011119	1.64072	6.74047e-09	9.14801e-07	0.00736824	N/S
OG0011120	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011120	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011121	0.359276	4.15758e-07	4.28253e-07	0.970821	*
OG0011121	1.64072	1.24959e-08	4.28253e-07	0.0291787	N/S
OG0011122	0.359276	0.000250495	0.00025058	0.999662	*
OG0011122	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011123	0.359276	5.30949e-07	5.4278e-07	0.978203	*
OG0011123	1.64072	1.18312e-08	5.4278e-07	0.0217973	N/S
OG0011124	0.359276	0.000352687	0.000352788	0.999715	*
OG0011124	1.64072	1.00623e-07	0.000352788	0.000285223	N/S
OG0011125	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011125	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011126	0.359276	2.898e-07	2.98453e-07	0.971009	*
OG0011126	1.64072	8.65246e-09	2.98453e-07	0.028991	N/S
OG0011127	0.359276	7.15348e-07	7.28727e-07	0.981641	*
OG0011127	1.64072	1.33785e-08	7.28727e-07	0.0183587	N/S
OG0011128	0.359276	2.59417e-07	2.67928e-07	0.968231	*
OG0011128	1.64072	8.51182e-09	2.67928e-07	0.031769	N/S
OG0011129	0.359276	1.22325e-06	1.24504e-06	0.982497	*
OG0011129	1.64072	2.17923e-08	1.24504e-06	0.0175033	N/S
OG0011130	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011130	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011131	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011131	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011132	0.359276	0.000250495	0.00025058	0.999662	*
OG0011132	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011133	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011133	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011134	0.359276	3.75532e-06	3.78601e-06	0.991892	*
OG0011134	1.64072	3.06986e-08	3.78601e-06	0.00810842	N/S
OG0011135	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011135	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011136	0.359276	0.000250495	0.00025058	0.999662	*
OG0011136	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011137	0.359276	1.55121e-06	1.56429e-06	0.991634	*
OG0011137	1.64072	1.30863e-08	1.56429e-06	0.00836564	N/S
OG0011138	0.359276	3.35567e-07	3.44206e-07	0.974899	*
OG0011138	1.64072	8.63985e-09	3.44206e-07	0.0251008	N/S
OG0011139	0.359276	0.000250495	0.00025058	0.999662	*
OG0011139	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011140	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0011140	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0011141	0.359276	1.16083e-06	1.19168e-06	0.974106	*
OG0011141	1.64072	3.08575e-08	1.19168e-06	0.025894	N/S
OG0011142	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011142	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011143	0.359276	1.27664e-07	1.30976e-07	0.974708	*
OG0011143	1.64072	3.31269e-09	1.30976e-07	0.0252923	N/S
OG0011144	0.359276	1.55313e-07	1.59813e-07	0.971842	*
OG0011144	1.64072	4.49994e-09	1.59813e-07	0.0281575	N/S
OG0011145	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011145	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011146	0.359276	4.07381e-05	4.07875e-05	0.998789	*
OG0011146	1.64072	4.93996e-08	4.07875e-05	0.00121115	N/S
OG0011147	0.359276	5.70096e-07	5.81856e-07	0.979789	*
OG0011147	1.64072	1.176e-08	5.81856e-07	0.0202112	N/S
OG0011148	0.359276	2.10715e-07	2.15916e-07	0.975911	*
OG0011148	1.64072	5.20111e-09	2.15916e-07	0.0240885	N/S
OG0011149	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011149	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011150	0.359276	0.000250495	0.00025058	0.999662	*
OG0011150	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011151	0.359276	2.57005e-06	2.58247e-06	0.995191	*
OG0011151	1.64072	1.24192e-08	2.58247e-06	0.00480906	N/S
OG0011153	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011153	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011154	0.359276	7.86624e-07	8.00534e-07	0.982624	*
OG0011154	1.64072	1.39103e-08	8.00534e-07	0.0173763	N/S
OG0011155	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011155	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011156	0.359276	1.56391e-07	1.60991e-07	0.971428	*
OG0011156	1.64072	4.59984e-09	1.60991e-07	0.0285721	N/S
OG0011157	0.359276	6.03627e-05	6.0421e-05	0.999036	*
OG0011157	1.64072	5.82393e-08	6.0421e-05	0.000963893	N/S
OG0011158	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011158	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011159	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0011159	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0011160	0.359276	0.000250495	0.00025058	0.999662	*
OG0011160	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011161	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011161	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011162	0.359276	3.95281e-07	4.04489e-07	0.977236	*
OG0011162	1.64072	9.20775e-09	4.04489e-07	0.0227639	N/S
OG0011163	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0011163	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0011164	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011164	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011165	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011165	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011166	0.359276	7.89803e-08	8.10275e-08	0.974734	*
OG0011166	1.64072	2.04721e-09	8.10275e-08	0.0252657	N/S
OG0011167	0.359276	9.42661e-07	9.49955e-07	0.992322	*
OG0011167	1.64072	7.29411e-09	9.49955e-07	0.00767838	N/S
OG0011168	0.359276	9.42661e-07	9.49955e-07	0.992322	*
OG0011168	1.64072	7.29411e-09	9.49955e-07	0.00767838	N/S
OG0011169	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011169	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011170	0.359276	3.23695e-05	3.24154e-05	0.998582	*
OG0011170	1.64072	4.59515e-08	3.24154e-05	0.00141758	N/S
OG0011172	0.359276	0.000250495	0.00025058	0.999662	*
OG0011172	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011173	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011173	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011174	0.359276	0.000250495	0.00025058	0.999662	*
OG0011174	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011175	0.359276	0.000250495	0.00025058	0.999662	*
OG0011175	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011176	0.359276	1.55121e-06	1.56429e-06	0.991634	*
OG0011176	1.64072	1.30863e-08	1.56429e-06	0.00836564	N/S
OG0011177	0.359276	3.23695e-05	3.24154e-05	0.998582	*
OG0011177	1.64072	4.59515e-08	3.24154e-05	0.00141758	N/S
OG0011178	0.359276	1.75412e-05	1.75629e-05	0.998768	*
OG0011178	1.64072	2.1644e-08	1.75629e-05	0.00123238	N/S
OG0011179	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0011179	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0011180	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011180	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011181	0.359276	3.95281e-07	4.04489e-07	0.977236	*
OG0011181	1.64072	9.20775e-09	4.04489e-07	0.0227639	N/S
OG0011182	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0011182	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0011183	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0011183	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0011184	0.359276	0.000250495	0.00025058	0.999662	*
OG0011184	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011185	0.359276	6.39377e-06	6.42462e-06	0.995199	*
OG0011185	1.64072	3.08471e-08	6.42462e-06	0.00480139	N/S
OG0011186	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011186	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011188	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0011188	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0011189	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011189	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011190	0.359276	0.000250495	0.00025058	0.999662	*
OG0011190	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011191	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011191	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011192	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011192	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011193	0.359276	0.000250495	0.00025058	0.999662	*
OG0011193	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011194	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011194	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011195	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0011195	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0011196	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011196	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011197	0.359276	0.000250495	0.00025058	0.999662	*
OG0011197	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011198	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0011198	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0011199	0.359276	7.86624e-07	8.00534e-07	0.982624	*
OG0011199	1.64072	1.39103e-08	8.00534e-07	0.0173763	N/S
OG0011200	0.359276	0.000250495	0.00025058	0.999662	*
OG0011200	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011201	0.359276	1.56391e-07	1.60991e-07	0.971428	*
OG0011201	1.64072	4.59984e-09	1.60991e-07	0.0285721	N/S
OG0011202	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011202	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011203	0.359276	6.15653e-05	6.16657e-05	0.998373	*
OG0011203	1.64072	1.00354e-07	6.16657e-05	0.00162738	N/S
OG0011204	0.359276	7.52584e-09	1.26118e-08	0.59673	N/S
OG0011204	1.64072	5.08595e-09	1.26118e-08	0.40327	N/S
OG0011205	0.359276	7.15348e-07	7.28727e-07	0.981641	*
OG0011205	1.64072	1.33785e-08	7.28727e-07	0.0183587	N/S
OG0011206	0.359276	4.5409e-06	4.56688e-06	0.99431	*
OG0011206	1.64072	2.59843e-08	4.56688e-06	0.00568972	N/S
OG0011207	0.359276	0.000250495	0.00025058	0.999662	*
OG0011207	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011208	0.359276	3.35567e-07	3.44206e-07	0.974899	*
OG0011208	1.64072	8.63985e-09	3.44206e-07	0.0251008	N/S
OG0011209	0.359276	1.83963e-06	1.85642e-06	0.990951	*
OG0011209	1.64072	1.67996e-08	1.85642e-06	0.00904946	N/S
OG0011210	0.359276	0.000250495	0.00025058	0.999662	*
OG0011210	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011211	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011211	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011212	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011212	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011213	0.359276	1.51257e-14	6.42677e-11	0.000235355	N/S
OG0011213	1.64072	6.42525e-11	6.42677e-11	0.999765	*
OG0011214	0.359276	3.50073e-05	3.50514e-05	0.998741	*
OG0011214	1.64072	4.41197e-08	3.50514e-05	0.00125871	N/S
OG0011215	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0011215	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0011216	0.359276	0.000250495	0.00025058	0.999662	*
OG0011216	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0011217	0.359276	3.35567e-07	3.44206e-07	0.974899	*
OG0011217	1.64072	8.63985e-09	3.44206e-07	0.0251008	N/S
OG0011218	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0011218	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0011219	0.359276	3.35567e-07	3.44206e-07	0.974899	*
OG0011219	1.64072	8.63985e-09	3.44206e-07	0.0251008	N/S
OG0011220	0.359276	1.57904e-06	1.58921e-06	0.993603	*
OG0011220	1.64072	1.01656e-08	1.58921e-06	0.00639664	N/S
OG0011221	0.359276	7.66228e-06	7.70288e-06	0.994729	*
OG0011221	1.64072	4.06003e-08	7.70288e-06	0.0052708	N/S
OG0011222	0.359276	2.94487e-05	2.94876e-05	0.998679	*
